OSC2011,HU001,year,id,v5,v6,v7,v8,v9,v10,v11,family,v15,v14,Nfamily,v16,v17,v18,v19,v20,house,v22,v23,v24,v25,age,v27,v28,v29,v30,v31,Income,v33,v34,v35,v36,v37,v38,consumme,shokuryou,juukyo,kounetu,kagu,hihuku,hoken,koutsu,kyouiku,goraku,other,v50,v51,v52,v53,v54,v55
OSC02011,00000HU001,2004,2928,1,1,1,1,0,1,3,1,1,0,5,3,7,1,12,1,1,1,1964,99999,1,11,1,1,3,1,5238.8715,543.7,664242.0017,403795.6076,216750.5146,43695.87945,664242.0017,249200.2708,204868.2261,62027.38369,2359.99741,17298.25795,5625.66437,5253.97033,8744.90964,30169.91167,20801.5597,17812.76616,34773.80516,44332.04472,363637.3705,51404.36036,2756.44633,334,861.4
OSC02011,00000HU001,2004,2929,1,1,1,1,0,1,3,1,3,1,3,0,1,1,19,1,1,1,1933,99999,1,14,3,99999,99999,5,5321.3468,594.1,656904.7872,260218.5833,352616.7489,44069.45497,656904.7872,360579.8878,318818.655,85077.52161,14183.10562,19094.23497,5507.94343,6745.21294,17916.17473,44079.17638,1624.84241,31781.40605,92809.0368,41761.23284,238847.3407,57477.55874,6845.11008,1282.6,42
OSC02011,00000HU001,2004,2930,1,1,1,1,0,1,3,1,3,1,6,2,1,1,18,1,1,3,1983,99999,1,15,3,99999,99999,5,5752.4522,936.66667,1322314.878,467966.9481,718877.3865,135470.5434,1322314.878,593041.9243,516747.5106,126702.3561,23829.16898,31252.05449,16459.46986,16029.16741,22961.13396,67310.39599,22413.2306,61192.90005,128597.6333,76294.41368,578697.5537,150575.3999,8510.25497,3821.72222,705.22222
OSC02011,00000HU001,2004,2931,1,1,1,1,0,0,3,1,3,0,2,0,5,1,13,1,1,1,1982,99999,1,15,3,99999,99999,5,4826.4547,339.4,518188.7735,178353.8579,258319.183,81515.73263,518188.7735,222117.4411,195371.2347,50994.00489,1115.81347,17771.93888,8268.71099,7346.01056,11574.21004,19136.57675,0,16111.96986,63051.99928,26746.20636,227823.1181,68248.21435,7606.36739,983,161.7
OSC02011,00000HU001,2004,2932,1,1,1,1,0,0,3,1,1,1,3,2,1,1,9,1,1,1,1979,99999,1,11,1,1,2,2,6658.1343,719.1,1004509.482,505394.816,444068.7579,55045.90851,1004509.482,457925.1175,376083.2728,91404.43528,4219.97454,18897.9482,15971.21564,27643.47179,14057.77154,48931.82991,17364.47209,48532.9323,89059.22151,81841.84476,500574.0944,46010.27054,11380.00541,682.8,1229.2
OSC02011,00000HU001,2004,2933,1,1,1,1,0,0,3,1,3,0,2,0,7,2,12,1,1,1,1988,99999,1,17,3,99999,99999,5,5358.7082,271,314078.2159,78433.07292,175626.7094,60018.43355,314078.2159,171535.3877,156446.0867,43315.07636,12691.93339,19607.72728,4528.73017,3221.54055,8967.33406,17413.47961,0,12568.88178,34131.38355,15089.30099,105839.7279,36703.10028,6403.12395,929.3,15.5
OSC02011,00000HU001,2004,2934,1,1,1,1,0,0,3,1,1,1,3,1,1,1,9,1,1,1,1982,99999,1,8,1,1,5,2,5848.7579,380.4,566386.2826,290203.763,205803.7387,70378.78091,566386.2826,268936.4133,232373.4104,61502.15546,17473.44265,19714.62755,6265.19983,7984.99877,12248.12741,30804.89692,10403.65957,21177.85613,44798.44613,36563.00283,236019.3029,61430.56647,8799.28557,1447.5,163.5
OSC02011,00000HU001,2004,2935,1,0,1,0,99999,99999,2,1,1,0,2,2,6,1,10,1,2,99999,99999,2000,2,13,2,1,2,1,5246.2639,462.7,529161.0936,320645.4939,137401.667,71113.93263,529161.0936,240928.4157,208154.665,49931.4524,21607.37003,12262.69789,5689.53001,6171.7928,6418.82385,25030.24055,13.3,11864.07131,69165.38617,32773.75071,198799.251,89433.42694,11619.30245,940,148.1
OSC02011,00000HU001,2004,2936,1,1,1,1,0,0,3,1,3,1,2,0,5,2,3,2,2,99999,99999,99999,1,16,3,99999,99999,5,6412.6884,373.2,484346.2592,163753.0881,195017.9407,125575.2304,484346.2592,238095.6192,225594.628,68923.74173,10105.82609,16833.0778,12755.18497,9433.11154,18417.28443,25587.78629,0,28652.42885,34886.18631,12500.99117,152709.8176,93540.82238,3525.93947,2123.2,0
OSC02011,00000HU001,2004,2937,0,1,1,1,0,0,2,1,2,0,4,2,1,1,11,1,1,1,1937,99999,1,8,1,2,1,4,4525.5257,652.8,0,0,0,0,291043.2688,248287.4022,248287.4022,77608.62216,8957.26696,26022.59115,12512.13194,13235.27195,7736.52064,36127.62854,12231.45549,20958.36469,32897.54863,0,42755.86667,0,5274.90556,632.8,626.3
OSC02011,00000HU001,2004,2938,1,1,1,1,0,0,3,1,1,0,5,2,1,1,18,1,1,1,99999,99999,1,10,1,3,99999,3,4984.3115,930.8,1108015.2,603050.2132,421063.3034,83901.68333,1108015.2,416549.8381,326074.1333,91565.77943,3973.79408,22693.71993,9359.60933,19857.59245,4669.87277,40255.1113,35585.95498,37276.13107,60836.56799,90475.70475,589624.8859,101840.476,9024.63828,2047.3,997.2
OSC02011,00000HU001,2004,2939,1,1,1,1,0,0,3,1,3,0,2,0,6,1,13,1,1,1,1976,99999,1,14,3,99999,99999,5,4491.0346,675.3,996721.0751,285966.1531,579654.5698,131100.3522,996721.0751,405047.3394,371416.9733,78237.53238,5077.91859,20779.20128,29307.51951,15972.0515,23216.49143,38213.63371,0,68584.77837,92027.84653,33630.36609,468093.9828,123579.753,16239.93732,3152.2,286.2
OSC02011,00000HU001,2004,2940,1,1,1,1,0,0,3,1,3,0,2,0,5,1,7,1,1,1,1960,99999,1,13,3,99999,99999,5,4498.4269,289.3,261744.4607,83842.89765,136514.4858,41387.07726,261744.4607,142412.7117,131656.4726,44118.72711,2843.43472,14526.44748,3920.54903,4344.25253,14658.21115,15152.0198,0,9670.60932,22422.22143,10756.23911,84266.62391,35065.12509,2912.7076,801.6,0
OSC02011,00000HU001,2004,2941,1,0,0,0,99999,99999,1,1,1,1,6,2,1,1,9,1,1,3,1985,99999,1,7,1,1,3,1,6930.1747,388.9,336642.8642,205933.1423,85734.43543,44975.28646,336642.8642,175346.6751,157665.1578,52122.29469,15931.5,24028.24913,3725.95479,4878.87058,6749.90384,22050.41681,1840.18646,18093.06853,8244.713,17681.51728,112231.5846,49064.60446,3030.06314,149.4,256.5
OSC02011,00000HU001,2004,2942,1,1,1,1,0,0,3,1,2,0,6,3,1,1,19,1,1,1,99999,99999,1,14,1,2,1,4,5088.4071,870.8,0,0,0,0,431054.7628,425726.4961,425726.4961,120038.2218,3030.89144,31656.39107,17045.93102,16261.03949,22317.65424,48338.95143,19450.35636,69328.69383,78258.3655,0,5328.26667,0,8591.86727,1406.2,196.2
OSC02011,00000HU001,2004,2943,1,1,1,1,0,0,3,1,2,0,2,2,6,1,19,1,1,1,99999,99999,1,15,1,2,1,4,5169.2671,355.3,0,0,0,0,132984.3488,132984.3488,132984.3488,42997.77233,1618.82359,15544.28712,4171.01543,4423.6619,9715.10331,15000.96519,0,8883.35968,30629.3602,0,0,0,5291.93572,856.9,13.4
OSC02011,00000HU001,2004,2944,1,1,1,1,0,0,3,1,1,0,5,2,1,1,15,1,1,1,1937,99999,1,11,1,1,2,1,4363.8056,587.4,745842.888,385093.3402,308259.5269,52490.02087,745842.888,340690.1936,293887.8479,87323.18373,8612.12875,21699.03394,8387.05977,11160.63659,11418.73814,44143.01769,19634.06072,25947.84641,55562.14218,46802.34564,349266.9745,55885.71994,9220.34442,758.5,482.6
OSC02011,00000HU001,2004,2945,1,1,1,1,0,0,3,1,1,1,2,1,3,1,10,1,1,1,1964,99999,1,13,1,1,2,2,7421.0665,687.6,737377.5771,394293.7174,225577.8522,117506.0075,737377.5771,351173.7727,297615.5467,66414.4983,25653.64008,14482.95152,11575.57536,8787.67312,12970.59234,41361.5118,0,33502.89301,82866.21115,53558.22606,265227.8394,120975.965,5860.71459,1829.5,132.5
OSC02011,00000HU001,2004,2946,1,1,1,1,0,0,3,1,1,0,3,2,1,1,18,1,1,1,99999,99999,1,10,1,1,4,1,5551.0562,861.3,1025051.505,525423.5529,411970.0644,87657.88777,1025051.505,423710.5212,339642.9272,76423.40381,13275.34723,20085.08322,7713.62055,12771.55406,7117.7027,41344.23936,8952.23847,26681.64518,125278.0926,84067.59398,523877.5854,77463.39844,4983.16659,1187.1,455.8
OSC02011,00000HU001,2004,2947,1,1,1,1,0,0,3,1,1,0,4,4,1,2,3,2,2,99999,99999,99999,1,10,1,1,3,1,4363.8056,1125.8,1547174.379,807545.6667,623025.5581,116603.1539,1547174.379,735858.8389,592778.9862,103333.8845,8247.89128,27888.1667,14417.38088,24565.45447,16111.0622,152214.3555,23726.09465,54106.93686,168167.7591,143079.8528,706413.7124,104901.8273,5261.61698,1418.7,201.1
OSC02011,00000HU001,2004,2948,1,1,1,1,0,0,3,1,1,1,4,2,1,1,15,1,1,1,1929,99999,1,8,1,3,99999,3,5603.312,962.7,990300.9944,532458.4387,343864.9041,113977.6517,990300.9944,401985.6493,314739.3054,91721.7588,3264.83131,22802.69417,8772.81183,11019.46125,8918.04662,30074.62381,26974.72386,35998.12027,75192.23352,87246.34389,472590.3527,115724.9924,2714.72406,1518,947.7
OSC02011,00000HU001,2004,2949,1,1,1,1,0,0,3,1,3,1,2,0,5,1,12,1,1,1,1974,99999,1,14,3,99999,99999,5,5603.312,509.9,845716.4733,211542.5272,515751.5253,118422.4208,845716.4733,475901.7949,450114.7082,84170.0954,67144.60043,18218.01606,12879.03354,21934.27016,41083.2627,50383.20992,0,67905.62009,86396.5999,25787.08665,256527.4462,113287.2323,10874.41253,2489,0.8
OSC02011,00000HU001,2004,2950,1,1,1,1,0,0,3,1,1,1,5,1,1,1,9,1,1,1,1987,99999,1,11,1,1,5,2,7802.8881,980,1157855.118,622982.245,463427.1309,71445.74255,1157855.118,489097.2418,405462.9845,90569.76334,6614.47803,21797.47645,7321.5363,16815.77392,29178.91394,49727.66154,48649.6077,26622.6766,108165.0967,83634.25732,597780.3192,70977.55745,9813.61873,1477.2,596.3
OSC02011,00000HU001,2004,2951,1,1,1,0,99999,99999,3,1,2,0,2,2,1,1,17,1,1,1,1987,99999,2,12,1,2,1,4,4803.2193,374.5,0,0,0,0,126761.9571,126761.9571,126761.9571,36767.02934,9110.07413,15973.58333,7254.22174,4494.15833,5789.93027,15863.61407,976.14818,10372.06471,20161.13298,0,0,0,2932.03505,990.1,6.6
OSC02011,00000HU001,2004,2952,1,1,1,1,0,1,3,1,3,1,2,0,6,1,3,1,2,99999,99999,1999,1,15,3,99999,99999,5,6621.615,259.7,145779.4896,28634.6577,88415.68395,28729.14798,145779.4896,111301.641,104622.5169,40080.57797,4092.07307,12915.72808,2720.34605,4000.38762,3879.18722,8774.07438,0,8903.94007,19256.2024,6679.12415,16449.38456,18028.46406,2098.26835,904.1,5
OSC02011,00000HU001,2004,2953,1,1,1,1,0,0,3,1,1,0,3,2,1,1,13,1,1,1,1939,99999,1,7,1,3,99999,3,4482.5838,760.2,948019.6526,547674.0179,308258.1219,92087.51281,948019.6526,320300.2474,232570.0033,63109.916,2766.06087,17740.29057,8095.56397,10915.10962,4685.933,35846.06606,3767.50857,27632.94779,58010.60689,87730.24406,528548.3849,99171.02025,701.77985,971.6,634.6
OSC02011,00000HU001,2004,2954,1,1,1,1,0,0,3,1,2,0,4,1,1,1,19,1,1,1,99999,99999,1,13,1,2,1,4,5088.4071,518.4,0,0,0,0,237431.0585,213649.7257,213649.7257,53146.88662,8086.99373,24164.74544,8761.36491,10046.70518,12152.37642,40398.99317,11243.12275,15821.08081,29827.45663,0,23781.33287,0,5995.53228,862.4,544.8
OSC02011,00000HU001,2004,2955,1,1,1,1,0,0,3,1,1,1,2,1,7,2,3,2,2,99999,99999,1997,1,7,1,1,3,2,7590.1233,1263.68421,4574129.684,1647119.507,2790036.991,136973.1854,4574129.684,1193569.283,915023.282,80494.64597,98569.52651,19065.4789,49750.90492,46306.65916,16797.47385,271802.7283,0,109195.7219,223040.1425,278546.0007,3231923.178,148637.2236,21213.34568,3731.15789,1152.47368
OSC02011,00000HU001,2004,2956,1,1,1,1,0,0,3,1,1,1,4,1,2,1,8,1,1,2,1929,99999,1,9,1,1,2,1,6775.8948,478.2,454533.2661,253161.0484,119693.9154,81678.3023,454533.2661,208011.7856,189641.0555,54035.65152,17201.56912,17597.01904,4539.43532,5089.95562,7827.45633,27841.9828,13683.73786,17179.70745,24644.54047,18370.73007,159616.3144,86905.16609,9702.79695,580.3,638.3
OSC02011,00000HU001,2004,2957,1,1,1,1,1,0,3,1,2,0,2,1,4,1,19,1,1,1,1935,99999,1,14,1,2,1,4,4937.9426,640.2,0,0,0,0,360387.921,318761.9026,318761.9026,60740.66689,20686.77607,22383.48535,6869.76214,13430.92324,25681.09395,30818.6078,0,57456.89275,80693.69445,0,41626.01841,0,7692.46098,2782.6,778.3
OSC02011,00000HU001,2004,2958,1,1,1,1,1,0,3,1,2,0,3,3,1,2,8,1,1,1,1979,99999,1,10,1,2,1,4,4953.6837,548.2,0,0,0,0,214039.6232,207208.1253,207208.1253,72248.80734,1321.63341,24502.42729,6804.89601,4118.50651,4686.94285,30723.43449,3732.68683,14503.67636,44565.11417,0,6831.49795,0,6296.67382,840.3,279.7
OSC02011,00000HU001,2004,2959,1,1,1,1,0,0,3,1,1,0,3,2,1,1,19,1,1,2,1935,99999,1,9,1,1,3,2,4491.0346,754.7,1040461.596,543886.4504,448941.2363,47633.90942,1040461.596,478416.5546,383516.1427,73873.10892,16977.17102,21551.95383,17435.93356,19101.43893,7309.19639,44799.74994,15675.60467,28302.61716,138489.3683,94900.41194,505536.799,56508.24244,7801.76011,1141.9,785.9
OSC02011,00000HU001,2004,2960,1,1,1,1,0,0,3,1,1,0,7,2,1,1,19,1,1,2,1931,99999,1,11,1,1,2,1,5057.7793,836.4,909908.7161,431734.2755,340268.033,137906.4077,909908.7161,336920.5735,288819.1773,109820.9722,1323.29559,28726.49567,7284.8857,11969.19697,9091.5764,34768.09729,22115.67294,17439.41396,46279.57063,48101.39623,414873.0388,158115.1038,3021.32878,1338.3,600.9
OSC02011,00000HU001,2004,2961,1,1,1,1,0,0,3,1,1,1,3,1,1,2,4,2,2,99999,99999,2003,1,7,1,1,5,1,5321.3468,503.5,659249.021,327965.945,216198.0398,115085.0362,659249.021,267082.2811,224244.7948,51023.26525,22938.36771,14854.72463,6269.14101,9274.51336,9346.00524,29157.43553,8691.40714,21059.24457,51630.69037,42837.48634,282525.004,109641.7359,7944.35382,634.6,942.2
OSC02011,00000HU001,2004,2962,1,1,1,1,0,0,3,1,1,0,5,2,1,1,14,1,1,1,1936,99999,1,10,1,3,99999,3,4683.3826,1295.4,1635605.184,863974.805,646632.4947,124997.8844,1635605.184,783320.5084,634375.6418,123682.1466,12383.02076,32229.42825,8810.61268,22395.96319,27116.40384,56600.2159,84918.52364,27750.29337,238489.0336,148944.8666,695978.5191,156306.1566,8821.35395,1807.4,463.9
OSC02011,00000HU001,2004,2963,1,1,1,1,0,0,3,1,1,0,2,1,6,1,12,1,1,1,1970,99999,1,13,1,1,3,2,5034.5438,624.7,914895.4107,449579.3473,388300.9403,77015.12302,914895.4107,437787.1877,356754.5331,60770.92918,21708.9765,15844.00896,20504.92633,8621.67045,27013.34483,76899.32581,0,26098.11197,99293.2391,81032.65455,398167.3355,78940.88748,28129.30641,1694.2,353.3
OSC02011,00000HU001,2004,2964,1,1,1,1,0,0,3,1,3,1,2,0,6,1,11,1,1,1,1984,99999,1,16,3,99999,99999,5,5321.3468,500.5,890961.092,156703.7994,558025.3243,176231.9683,890961.092,413332.5602,387498.0281,82395.4303,69113.23767,15079.68191,15643.99886,12062.12717,16160.56103,35960.80648,0,37941.94325,103140.2415,25834.53213,300627.9887,177000.543,10340.06116,3088.8,0
OSC02011,00000HU001,2004,2965,1,1,1,1,0,0,3,1,2,1,2,2,1,1,13,1,1,1,1975,99999,2,14,1,2,1,4,7021.3408,617.2,0,0,0,0,196613.8118,187629.0843,187629.0843,49309.515,18212.98483,20656.62864,8224.43376,8491.4883,12191.23262,17928.7963,0,14967.49274,37646.51214,0,8984.72752,0,4917.63103,1641,1172.1
OSC02011,00000HU001,2004,2966,1,1,1,1,0,0,3,1,3,1,2,0,1,2,2,2,2,99999,99999,2004,2,16,3,99999,99999,5,6039.5571,392,666549.7252,208802.1454,375832.6022,81914.97764,666549.7252,333213.8857,311681.2039,65538.62484,18051.10113,14527.24287,13301.05638,9425.41336,17660.07363,37495.71122,0,46830.37034,88851.61013,21532.68177,263354.2573,69981.58219,9325.86565,2360.5,15.6
OSC02011,00000HU001,2004,2967,1,1,1,1,0,0,3,1,2,1,4,2,1,1,8,1,1,1,1986,99999,1,7,1,2,1,4,5566.7927,911.9,0,0,0,0,305837.8102,262737.8076,262737.8076,86072.01301,4424.96469,27855.10413,7933.6054,12281.24058,6433.74417,28988.47912,16157.48005,36046.65386,36544.52255,0,43100.00266,0,9119.34257,1637.7,1372.7
OSC02011,00000HU001,2004,2968,1,1,1,1,0,0,3,1,1,0,2,2,6,1,14,1,1,1,1927,99999,1,12,1,1,3,2,4340.4682,519.5,522506.912,236402.1842,235132.1915,50972.53638,522506.912,251495.1252,222108.3605,52488.03766,13231.40917,14991.58487,9489.05876,7842.10263,10967.62718,33536.17287,0,15866.47896,63695.88839,29386.76475,215642.5742,55369.21263,1446.6402,1323.6,331
OSC02011,00000HU001,2004,2969,1,1,1,0,99999,99999,3,1,1,0,2,2,5,1,15,1,1,1,1926,99999,1,11,1,1,2,2,4618.2636,653.1,711606.9628,412061.7161,238180.9699,61364.27678,711606.9628,302885.797,234647.6799,49983.15319,21068.0765,12963.23468,9431.17919,15384.4231,8290.71462,34071.16933,0,19835.37632,63620.353,68238.1171,347280.218,61440.94786,18235.92959,539.6,26.5
OSC02011,00000HU001,2004,2970,1,1,1,1,0,0,3,1,1,0,3,2,1,1,14,1,1,2,1976,99999,1,11,1,3,99999,3,4857.0825,980.1,1315354.944,674666.2112,588021.084,52667.64844,1315354.944,561545.4712,437704.8662,78976.3643,11021.75834,20958.30775,21299.49732,23297.54874,10371.64959,60378.35805,9451.60575,43899.87031,158049.906,123840.605,705089.8644,48719.60809,7808.09721,1855.3,856.2
OSC02011,00000HU001,2004,2971,1,1,1,1,0,0,3,1,1,0,5,2,1,1,19,1,1,1,1926,99999,1,8,1,3,99999,3,4737.2458,647.3,799980.6095,422710.758,338816.0004,38453.8511,799980.6095,362176.093,294589.9544,82055.75287,21200.43779,22857.62289,7288.48144,8588.96155,19674.10175,34322.04972,21867.67493,22257.03466,54477.83682,67586.13856,395684.1408,42120.37574,4839.14061,1046.6,625.1
OSC02011,00000HU001,2004,2972,1,1,1,1,0,0,3,1,1,0,4,3,1,1,15,1,1,1,1971,99999,1,12,1,3,99999,3,4907.3148,710.4,889282.4845,489197.8992,333256.7628,66827.8225,889282.4845,382296.7648,306917.7203,71638.48081,11272.85037,18393.98613,4843.33774,20121.41116,8434.17327,29811.83569,36238.49499,32683.72251,73479.42767,75379.04447,427764.3433,79221.37643,4795.66922,1073,1089.7
OSC02011,00000HU001,2004,2973,1,1,1,1,0,0,3,1,1,1,2,1,6,1,8,1,1,1,1927,99999,1,13,1,1,3,1,7030.031,584.2,845821.3615,456430.6449,329649.4944,59741.22218,845821.3615,345051.8031,271265.174,58847.41417,27436.60006,16063.34794,9873.01729,15016.46585,9370.60678,44086.42751,6382.0598,27195.65445,56993.58014,73786.62912,439221.3735,61548.1849,3374.35572,589.2,974.2
OSC02011,00000HU001,2004,2974,1,1,1,1,0,0,3,1,1,1,5,1,1,1,19,1,1,1,99999,99999,1,12,1,1,3,2,7303.306,882.5,947745.538,467510.3696,373298.0129,106937.1555,947745.538,412847.5127,354134.6479,91597.95419,5425.3027,24782.7562,11310.91023,20697.56061,9072.18893,45071.13099,32118.63404,39621.2577,74436.95235,58712.86474,455305.6153,79592.41005,3144.04345,1016.5,1225
OSC02011,00000HU001,2004,2975,1,1,1,1,0,0,3,1,1,1,4,1,1,2,5,2,2,99999,99999,1997,1,6,1,1,2,1,5603.312,477.4,596043.0073,344798.6305,211431.0698,39813.307,596043.0073,258031.3593,208712.3928,60051.34621,27616.03624,16081.17787,4216.26361,6960.55517,4328.9029,23070.9863,12985.74705,22109.24813,31292.12937,49318.96644,277193.0721,60818.57591,1583.11927,1033.3,293.3
OSC02011,00000HU001,2004,2976,1,1,1,1,0,0,3,1,1,1,4,1,1,2,3,2,2,99999,99999,1991,1,8,1,1,5,2,6739.3755,655,811670.3885,434274.9568,330941.5275,46453.9042,811670.3885,339638.6926,276454.9323,68187.94695,11527.47135,18324.81188,8864.60666,7603.07539,10095.34358,42634.6037,17379.48948,35274.69573,56562.88758,63183.76025,417537.8937,54493.8023,7811.87264,1343.5,513.2
OSC02011,00000HU001,2004,2977,1,1,1,1,0,0,3,1,3,0,2,0,7,2,15,1,1,1,1969,99999,1,16,3,99999,99999,5,4324.727,491.1,852700.5291,245604.6097,461689.8748,145406.0446,852700.5291,402798.0452,373238.0777,56570.02276,84863.70333,15812.88124,5885.16027,6388.84675,19694.58736,59100.82099,0,30759.72234,94162.33267,29559.96746,359064.2164,90838.26752,15121.10878,2222.8,25.4
OSC02011,00000HU001,2004,2978,1,1,1,1,1,0,3,1,2,1,3,1,6,1,19,1,1,1,99999,99999,1,13,1,2,1,4,7311.9963,490,0,0,0,0,113321.5348,110659.7432,110659.7432,43513.57075,509.31549,19298.50076,3400.78681,4516.58808,5714.9097,12126.10825,0,9536.46891,12043.49445,0,2661.79159,0,3542.02633,832.7,299.1
OSC02011,00000HU001,2004,2979,1,1,1,1,0,0,3,1,1,1,5,2,1,2,17,1,1,1,1934,99999,1,8,1,1,1,2,6966.694,740.9,920504.2818,514722.1681,343948.6963,61833.4174,920504.2818,332806.3731,258822.5101,79552.28874,636.08156,19252.4686,5138.80144,10623.27903,5712.32045,26049.89542,28392.27912,36873.89248,46591.20329,73983.86295,520393.4889,67304.41982,1587.05658,1117.2,1134.5
OSC02011,00000HU001,2004,2980,1,1,1,1,0,0,3,1,1,1,4,1,1,2,6,2,2,99999,99999,99999,1,10,1,1,5,1,6376.1691,723.2,1098115.878,541384.7067,479631.688,77099.48291,1098115.878,399085.2673,315817.5904,74612.05903,4700.61382,23156.25987,5125.33753,7745.81604,22926.29363,46848.62336,31738.98818,38259.88577,60703.71317,83267.67694,623897.9578,75132.65237,8547.11635,775.1,1883.9
OSC02011,00000HU001,2004,2981,1,1,1,1,0,0,3,1,1,1,5,2,1,1,7,1,1,1,1933,99999,1,9,1,1,4,2,7057.8601,784.1,1122740.575,587550.586,474817.1497,60372.83897,1122740.575,465787.8514,382679.3672,88193.46193,7478.7992,20483.56592,15688.02992,19848.33393,12430.37804,48817.55603,54595.37827,49121.35187,66022.51213,83108.48413,598342.2267,58610.49669,5005.25647,1425.8,1327.5
OSC02011,00000HU001,2004,2982,1,0,0,0,99999,99999,1,1,1,0,2,2,5,1,19,1,1,1,1985,99999,1,13,2,1,2,1,4340.5701,474.4,597531.3839,327434.6482,219857.343,50239.39276,597531.3839,240427.3565,194186.8058,46343.12361,12298.03427,13608.18707,3356.61324,4734.94525,8649.45396,37094.26379,1939.14521,16186.14267,49976.89676,46240.5507,308200.9167,48903.11067,4739.30703,854,248.4
OSC02011,00000HU001,2004,2983,0,1,1,0,99999,99999,2,1,1,0,2,2,1,2,2,2,2,99999,99999,2004,1,12,1,1,1,1,3657.8521,620.4,655667.7679,319507.4829,280345.0362,55815.24874,655667.7679,303243.77,251226.6328,43877.94915,17591.42672,14855.96543,11903.71582,8018.11459,9331.30041,59251.68557,0,17384.33257,69012.14257,52017.13717,282824.1308,69599.86715,5114.64658,506.3,205.6
OSC02011,00000HU001,2004,2984,1,1,1,0,99999,99999,3,1,2,0,4,1,1,1,11,1,1,1,1934,99999,1,13,1,1,3,4,5246.2639,1381,0,0,0,0,807862.9958,731375.1872,731375.1872,122502.2228,34952.88935,38536.47939,22952.84625,44797.50227,17838.54372,87531.61341,83693.54159,60354.64005,218214.9084,0,76487.80864,0,27331.6867,2692.8,1935.7
OSC02011,00000HU001,2004,2985,1,1,1,1,0,0,3,1,1,0,3,1,1,2,4,2,2,99999,99999,1999,2,7,2,1,1,1,4324.8289,216,293240.5699,156073.8844,108752.1196,28414.5659,293240.5699,154772.8364,141858.7042,44214.2836,9104.90581,13268.41668,4062.29352,5067.41235,3082.75298,28892.07976,4702.83488,13088.05681,16375.66784,12914.13217,102808.5811,35659.15241,2020.05075,241.5,38
OSC02011,00000HU001,2004,2986,1,1,1,1,0,0,3,1,1,0,3,2,1,1,4,2,2,99999,99999,1999,1,7,1,3,99999,3,5057.7793,832.4,1049785.607,587294.2285,356289.8376,106201.5407,1049785.607,435703.3976,338221.6106,64311.48173,18732.49888,17568.80677,8049.14627,12358.44681,4821.03077,40921.86128,16305.59697,32462.69225,122690.0489,97481.787,502917.0154,111165.1938,9466.45093,1232,799.2
OSC02011,00000HU001,2004,2987,1,1,1,1,0,0,3,1,3,0,2,0,5,1,10,1,1,1,1979,99999,1,16,3,99999,99999,5,5280.2573,466.3,689442.8811,229953.3364,334975.209,124514.3358,689442.8811,258786.2958,229391.4038,61534.70234,7305.51983,16369.1377,6707.0578,8409.55448,14456.23957,32008.96332,0,25235.26046,57364.96828,29394.89199,305856.8869,124799.6985,3018.61755,949.3,288.4
OSC02011,00000HU001,2004,2988,1,1,1,1,0,0,3,1,1,0,2,1,7,2,6,2,2,99999,99999,2002,1,6,1,3,99999,3,5500.8239,423.5,510681.5319,284303.0184,199573.0818,26805.4317,510681.5319,239856.2193,199349.8086,49511.44094,19285.81101,19870.24395,3410.34424,10505.73711,8850.64769,20499.93292,49.8503,20061.72523,47304.07519,40506.4107,245464.0094,25361.30327,4678.18738,677.1,146.7
OSC02011,00000HU001,2004,2989,1,1,1,1,0,0,3,1,1,1,3,2,1,1,12,1,1,3,1985,99999,1,12,1,1,3,2,7802.8881,826.3,1021152.311,564880.1887,379179.3044,77092.81779,1021152.311,430772.5475,350603.5141,69952.97952,25670.23159,16858.85545,13702.96861,15698.36658,17009.73518,47992.54912,5558.16595,32045.80905,106113.853,80169.03347,492377.7667,98001.99663,5933.99409,1779.4,586.1
OSC02011,00000HU001,2004,2990,1,1,1,1,0,0,3,1,1,1,3,1,5,1,13,1,1,1,1968,99999,1,12,1,1,2,1,6530.4489,595.2,637804.1371,333729.8326,258851.3926,45222.91191,637804.1371,313322.8317,265961.2413,66352.75276,29746.96312,18234.99001,12155.71603,8790.98581,12244.52038,27766.10935,2400,20830.30405,67438.89983,47361.59035,271043.0757,53438.22968,10476.3932,673.5,318.9
OSC02011,00000HU001,2004,2991,1,1,1,1,0,0,3,1,2,0,2,2,4,1,8,1,1,1,1957,99999,1,16,1,2,1,4,4243.8669,297.7,0,0,0,0,88243.78331,88243.78331,88243.78331,33847.75041,534.04463,14623.3502,2212.10946,2920.80731,2940.86011,12640.17284,0,4640.09203,13884.59632,0,0,0,4981.93092,1184.6,10.9
OSC02011,00000HU001,2004,2992,1,1,1,1,0,1,3,1,1,1,5,2,1,1,6,2,1,1,1927,99999,1,11,1,1,2,2,10038.9835,929.5,1387835.793,676754.7631,619141.041,91939.98861,1387835.793,612930.1013,503287.3046,89516.39589,6874.03562,23344.30196,5618.5163,40341.4835,21253.3721,49164.79449,91117.56738,69047.22757,107009.6098,109642.7967,685872.2087,89033.48277,2709.75625,966.1,992.6
